baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SGD_DB_ID	SYS_ID	ORG	GENE_SYM	NAME	DESCRIPTION
1744.43692793155	0.208122330956824	0.0665312716226812	3.12818808179631	0.00175887589417374	0.00256935768679345	S000000001	YAL001C	S. cerevisiae	TFC3	Transcription Factor class C	Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (“extra TFIIIC)” sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes
1366.67664885536	1.0011955229184	0.0633248542079339	15.8104670818644	2.63505950111018e-56	1.56181922299165e-55	S000000002	YAL002W	S. cerevisiae	VPS8	Vacuolar Protein Sorting	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif
26553.482554893	-0.938619665050271	0.0783269830559921	-11.9833501614546	4.3440690585647e-33	1.6223513508781e-32	S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants
34515.4521005819	2.26090803225352	0.0900782123409512	25.0993883370582	5.05038534440569e-139	9.77309687777553e-138	S000000004	YAL005C	S. cerevisiae	SSA1	Stress-Seventy subfamily A	ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils
2694.72858658681	-2.46219737537103	0.0730538756939769	-33.7038569409402	5.07547331026747e-249	3.66674749592879e-247	S000000005	YAL007C	S. cerevisiae	ERP2	Emp24p/Erv25p Related Protein	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication
945.371910739999	1.29648661159707	0.0720451716581684	17.9954684229013	2.11426873389368e-72	1.62493797964264e-71	S000000006	YAL008W	S. cerevisiae	FUN14	Function Unknown Now	Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes, such as alterations in mitochondrial morphology, protein complex assembly, and lipid profile; dosage suppressor of MDM12, MDM34, and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p, the TOM complex, and the TIM23 complex, requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis
655.088092233353	-0.127924625936896	0.0739310496426426	-1.73032341019422	0.0835725092275066	0.103168493449259	S000000007	YAL009W	S. cerevisiae	SPO7	SPOrulation	Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation
637.175242276642	0.193854817262148	0.0705833507071877	2.7464666287429	0.00602410142274401	0.00842156685673652	S000000008	YAL010C	S. cerevisiae	MDM10	Mitochondrial Distribution and Morphology	Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase
984.401981506254	0.407334769559773	0.0885712535200083	4.59895003594768	4.24625597003879e-06	7.21430789579102e-06	S000000009	YAL011W	S. cerevisiae	SWC3	SWr Complex	Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae
6896.6972067324	0.930064331067727	0.173658009555189	5.35572377830434	8.52146073416376e-08	1.56648396080104e-07	S000000010	YAL012W	S. cerevisiae	CYS3	CYStathionine gamma-lyase	Cystathionine gamma-lyase; catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine; protein abundance increases in response to DNA replication stress
