baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SGD_DB_ID	SYS_ID	ORG	GENE_SYM	NAME	DESCRIPTION
1744.43692793155	0.348522068986163	0.0675522689434383	5.15929478664857	2.47881755514994e-07	4.87663290274884e-07	S000000001	YAL001C	S. cerevisiae	TFC3	Transcription Factor class C	Subunit of RNA polymerase III transcription initiation factor complex; part of TauB domain of TFIIIC that binds DNA at BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); colocalizes with condensin at pol III genes and several ETC (“extra TFIIIC)” sites; may have a role in recruiting or stabilizing Scc2/4 and condensin on chromosomes
1366.67664885536	0.375513350815484	0.0646004114025469	5.81286314843314	6.14132664113517e-09	1.31741688619798e-08	S000000002	YAL002W	S. cerevisiae	VPS8	Vacuolar Protein Sorting	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif
26553.482554893	-0.809900907651641	0.078303071735326	-10.3431562734755	4.49484674645518e-25	1.78749195996646e-24	S000000003	YAL003W	S. cerevisiae	EFB1	Elongation Factor Beta	Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants
34515.4521005819	2.66924431058757	0.0904641678791869	29.5060947683982	2.40465149229017e-191	1.90671268327691e-189	S000000004	YAL005C	S. cerevisiae	SSA1	Stress-Seventy subfamily A	ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils
2694.72858658681	-1.25237820109451	0.0712178044879876	-17.5851840715723	3.19940835037226e-69	4.21958480610962e-68	S000000005	YAL007C	S. cerevisiae	ERP2	Emp24p/Erv25p Related Protein	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication
945.371910739999	0.986630735816162	0.0716273280586967	13.7745014725056	3.6287938549682e-43	2.47061964869144e-42	S000000006	YAL008W	S. cerevisiae	FUN14	Function Unknown Now	Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes, such as alterations in mitochondrial morphology, protein complex assembly, and lipid profile; dosage suppressor of MDM12, MDM34, and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p, the TOM complex, and the TIM23 complex, requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis
655.088092233353	-0.333752167006296	0.0759378268639731	-4.39507134703953	1.1073637679064e-05	1.99614062071733e-05	S000000007	YAL009W	S. cerevisiae	SPO7	SPOrulation	Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation
637.175242276642	0.407359211063264	0.0721946141262146	5.64251524845186	1.67583688784214e-08	3.51947398086227e-08	S000000008	YAL010C	S. cerevisiae	MDM10	Mitochondrial Distribution and Morphology	Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase
984.401981506254	0.294879467511118	0.0889687346521296	3.31441678544834	0.000918345098466366	0.0014499951020467	S000000009	YAL011W	S. cerevisiae	SWC3	SWr Complex	Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae
6896.6972067324	0.0825071845340457	0.173524116421808	0.475479640728926	0.63444514123109	0.678837555856939	S000000010	YAL012W	S. cerevisiae	CYS3	CYStathionine gamma-lyase	Cystathionine gamma-lyase; catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine; protein abundance increases in response to DNA replication stress
1110.68949708037	-0.168511945405199	0.101185421286722	-1.66537771214787	0.0958374231398074	0.121896503375397	S000000011	YAL013W	S. cerevisiae	DEP1	Disability in regulation of Expression of genes involved in Phospholipid biosynthesis	Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation
964.499146415784	-0.130436693342969	0.0710224063016291	-1.83655694217131	0.0662753286928142	0.0863744612468787	S000000012	YAL014C	S. cerevisiae	SYN8	SYNtaxin	Endosomal SNARE related to mammalian syntaxin 8
822.511342727767	0.846369964030704	0.0824689379756891	10.2628939429316	1.03555880657584e-24	4.08072930930673e-24	S000000013	YAL015C	S. cerevisiae	NTG1	eNdonuclease Three-like Glycosylase	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication
